Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
2,4,1,5,2,1,2,3,2,4,4,5,2,4,5,3,4,2,5,2,2,2,4,3,2,5,1,2,2,2,1,4,3,2,1,4,4,1,3,3,102.0
2,4,2,4,2,2,4,2,2,5,4,5,3,2,4,2,3,5,2,3,3,2,4,3,1,4,1,3,1,3,2,2,4,2,3,3,4,1,1,4,106.0
2,2,4,3,3,2,5,1,4,2,4,5,2,4,4,3,4,4,2,3,2,3,5,4,1,4,2,3,2,2,4,5,1,2,4,2,2,2,2,4,103.0
4,3,4,4,1,3,4,2,4,5,5,3,3,4,5,2,2,4,5,2,1,2,2,4,1,5,2,4,2,1,1,1,2,1,4,3,2,3,1,2,101.0
2,3,4,3,4,3,3,4,3,5,4,4,3,3,1,5,1,3,4,3,2,4,5,4,1,5,5,1,1,2,3,3,4,4,3,2,1,1,4,4,116.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
3,2,1,2,4,2,2,5,3,2,1,4,5,3,1,5,2,4,2,4,2,5,3,3,1,5,3,3,3,2,4,2,2,5,3,2,2,3,5,3,126.0
3,3,1,4,4,2,4,4,4,2,2,5,4,4,2,4,2,2,4,4,3,4,4,5,2,4,2,4,3,0,1,3,3,4,3,3,3,3,4,2,101.0
3,4,5,4,1,3,3,1,3,5,5,1,3,2,3,2,5,5,2,3,3,3,3,5,4,5,1,3,1,3,1,4,4,1,2,4,3,5,4,3,100.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0
3,2,4,3,3,3,3,3,2,4,1,5,3,1,1,5,1,3,5,3,2,5,3,5,1,4,2,4,3,2,2,2,4,4,2,2,2,2,5,2,121.0
2,5,3,5,1,2,4,2,1,4,3,4,2,3,4,3,3,4,3,2,2,2,5,3,1,2,1,4,2,2,1,3,4,3,4,4,3,2,2,4,108.0
3,3,3,4,2,3,3,1,3,4,4,3,3,3,4,2,5,4,1,2,3,1,4,4,1,2,1,4,1,3,1,2,3,2,4,5,4,1,2,4,102.0
5,1,4,3,2,1,4,2,2,4,4,4,2,1,5,1,4,3,5,3,4,3,5,4,2,4,2,5,2,3,1,1,5,2,5,2,3,5,2,5,115.0
4,3,0,2,3,3,5,5,2,3,4,4,4,3,1,2,1,5,5,3,2,4,2,5,1,4,3,3,2,3,3,2,3,5,2,3,3,4,4,2,140.0
4,5,1,5,1,3,5,4,1,5,5,3,1,2,3,1,1,5,2,3,2,1,5,3,1,4,1,4,2,3,1,2,5,1,3,5,3,3,1,3,107.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
0,2,5,2,5,0,5,1,1,3,5,4,2,1,5,1,5,5,1,2,3,1,5,5,2,5,1,3,3,4,1,5,3,1,4,3,2,5,1,3,90.0
1,5,1,3,3,2,5,5,5,3,3,3,5,1,1,1,1,2,5,3,4,5,5,5,1,5,1,3,1,3,1,3,5,3,1,2,1,1,1,3,119.0
2,2,4,2,3,2,4,4,3,3,3,5,3,4,2,5,2,3,3,3,2,4,5,5,1,5,2,5,3,3,3,4,3,4,3,2,2,2,4,0,109.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
2,1,2,3,4,2,5,4,3,3,1,4,3,3,1,4,1,4,4,4,2,5,3,3,2,4,4,4,2,2,4,3,3,5,3,2,2,2,5,3,124.0
1,1,5,5,1,2,1,1,2,5,5,5,5,5,5,1,5,1,1,4,2,1,5,5,1,5,1,5,1,1,1,3,1,1,4,5,1,1,1,5,92.0
3,2,4,4,2,5,3,3,2,5,4,5,3,4,4,3,4,3,5,3,4,2,4,5,1,5,1,5,2,5,1,2,4,2,2,4,4,2,2,3,95.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0
3,3,4,4,4,4,5,4,2,5,2,5,3,2,1,4,1,4,5,4,1,5,4,4,1,5,4,5,1,2,4,5,4,4,3,4,4,3,4,0,84.0
5,3,5,5,2,5,4,3,5,4,5,2,2,3,1,2,3,5,3,2,3,2,5,4,2,5,5,4,3,4,3,3,3,1,5,2,2,5,2,3,100.0
3,5,4,5,1,3,3,3,1,5,4,3,1,3,4,3,4,5,2,2,2,2,4,4,1,4,1,3,2,3,1,4,4,2,3,4,4,3,2,3,98.0
1,5,3,5,1,3,1,3,1,5,3,1,1,3,3,5,5,5,3,3,1,1,3,5,1,3,1,3,3,3,1,3,3,3,1,5,3,1,1,1,102.0
4,3,4,3,3,1,4,2,3,3,4,5,3,0,3,2,5,3,5,5,2,3,5,4,3,3,2,1,1,2,3,1,2,1,5,3,2,4,1,5,138.0
1,4,4,4,2,2,2,2,4,5,1,5,2,1,2,5,2,4,2,2,1,5,4,4,1,2,4,4,2,2,4,2,2,4,5,2,1,2,5,5,119.0
4,5,3,5,1,1,3,4,1,5,4,4,1,4,2,2,2,5,4,2,1,3,4,4,2,4,1,4,2,2,1,4,5,1,3,5,3,4,1,3,100.0
1,3,5,0,5,2,5,5,1,5,5,5,3,3,1,3,2,5,1,3,3,3,5,5,1,5,3,5,1,1,1,5,4,4,3,1,3,1,5,1,92.0
5,1,5,4,5,1,5,1,5,5,5,3,2,1,5,1,4,1,1,4,1,2,5,5,1,5,5,1,3,3,2,1,5,1,4,1,3,5,1,5,110.0
5,1,5,1,4,1,5,1,5,4,5,5,1,1,5,3,5,1,5,2,5,2,5,4,2,4,1,4,2,2,4,1,3,1,5,1,3,5,1,5,112.0
4,5,1,4,3,2,4,2,1,5,4,5,1,2,5,5,4,5,1,1,1,1,3,2,3,5,1,2,3,1,1,1,1,4,2,4,3,3,1,1,109.0
3,1,3,5,3,5,5,5,5,5,3,5,1,1,3,5,2,5,5,3,1,4,1,5,4,5,3,5,1,2,3,5,5,2,1,2,5,3,5,1,99.0
3,1,2,2,5,1,1,5,4,3,1,5,3,3,1,5,1,3,4,5,1,5,5,3,1,5,4,4,3,1,3,3,3,5,3,1,2,1,5,3,126.0
1,1,3,2,4,2,1,3,3,3,2,3,4,2,3,3,3,2,3,4,2,4,3,3,2,4,4,4,1,3,3,4,4,4,3,3,4,2,4,4,118.0
1,2,1,3,4,3,2,4,2,3,2,5,3,2,1,5,2,5,5,4,1,5,4,5,2,5,3,4,2,2,4,4,4,5,2,2,1,1,5,3,117.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
3,4,3,4,3,3,3,4,2,4,2,4,3,2,2,4,2,4,3,4,3,4,3,3,2,4,3,4,2,4,3,2,3,4,3,4,2,3,4,3,115.0
1,2,5,1,3,2,1,3,5,2,3,2,5,0,1,4,2,4,2,4,2,4,3,3,1,2,5,3,2,3,3,3,3,3,1,3,2,4,4,3,99.0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,73.0
4,5,3,4,1,2,4,1,2,0,5,2,0,1,5,1,4,4,5,1,3,3,4,3,2,4,1,4,2,3,1,1,2,1,4,4,2,0,1,4,109.0
3,2,1,3,3,3,2,4,4,4,2,4,4,4,3,4,3,3,3,4,2,4,2,2,1,5,3,3,3,3,3,3,3,4,4,3,2,2,4,4,115.0
2,4,5,5,2,2,1,2,1,5,3,5,2,3,1,2,3,0,1,1,1,2,3,4,1,5,1,1,1,3,1,5,2,2,2,4,1,1,1,2,115.0
3,5,3,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,70.0
2,4,2,4,1,3,3,2,1,3,1,4,2,3,4,2,4,4,4,3,2,1,4,3,1,4,1,3,2,3,3,3,4,1,2,4,1,2,1,2,107.0
3,5,4,4,1,3,4,2,1,5,3,3,1,5,2,2,4,5,5,2,3,2,4,4,2,5,1,4,1,4,1,5,3,2,3,5,3,3,2,4,94.0
3,1,2,3,5,2,2,5,5,3,1,4,5,2,1,3,1,1,3,4,2,5,3,4,1,3,5,3,3,3,4,3,2,4,3,3,2,2,4,3,125.0
4,4,4,4,2,1,2,2,1,4,5,2,2,2,4,2,4,4,3,2,1,3,5,3,2,3,2,4,4,2,3,3,3,2,3,1,3,4,1,3,108.0
1,5,1,5,1,2,2,2,1,5,4,5,5,2,4,2,4,5,4,1,1,2,4,2,1,5,1,2,2,1,3,2,3,3,1,5,1,2,3,3,108.0
4,3,3,4,2,3,1,2,3,2,5,5,1,1,2,2,4,5,5,4,1,1,4,5,2,4,1,5,1,1,1,4,3,2,2,4,3,4,2,3,99.0
3,0,3,3,4,4,4,1,3,2,3,4,1,3,4,1,4,2,4,3,2,1,3,5,1,5,2,3,4,4,1,2,2,1,3,1,5,3,1,3,90.0
3,1,4,1,4,1,3,2,5,2,4,4,5,5,5,2,4,2,2,4,1,2,4,4,2,5,5,2,1,2,4,4,2,1,4,1,2,2,1,4,107.0
3,3,4,4,2,4,4,2,2,3,4,4,2,2,4,2,4,4,4,2,2,2,2,3,2,3,2,3,4,2,1,3,2,2,2,4,2,3,2,2,104.0
4,2,5,4,3,5,2,3,5,4,5,5,5,4,5,5,4,3,4,4,1,2,4,5,5,5,4,5,1,3,5,4,5,1,5,4,1,5,1,5,85.0
4,5,4,5,1,5,4,2,1,5,4,3,1,3,5,4,4,5,4,2,3,1,2,4,2,2,1,3,1,3,1,3,3,3,2,5,3,3,1,1,97.0
3,2,3,1,5,3,4,3,1,2,0,4,5,5,2,4,3,5,4,4,4,3,5,5,1,5,2,4,3,3,2,2,5,5,3,4,2,2,4,3,75.0
1,3,2,3,2,2,1,3,2,3,2,5,3,2,1,3,2,2,2,3,2,5,5,3,2,5,3,3,3,4,2,1,2,4,3,4,4,1,3,2,121.0
1,2,2,1,4,2,4,4,4,3,2,4,3,4,2,4,2,4,2,4,1,4,4,4,1,4,2,1,2,2,3,4,1,4,3,2,1,1,4,3,119.0
3,3,2,2,1,2,3,4,3,3,1,5,4,1,1,5,2,4,2,3,3,4,4,4,1,3,1,5,3,4,3,2,2,5,3,4,4,3,5,3,122.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
5,1,5,1,5,1,5,3,5,2,5,5,5,1,5,2,5,1,5,4,3,3,5,5,1,5,4,5,3,5,5,1,1,1,5,1,2,5,1,5,110.0
3,5,3,5,1,4,2,4,1,5,2,5,2,2,2,2,4,5,4,3,4,2,2,4,1,4,1,3,4,2,1,4,2,1,2,5,3,2,1,2,102.0
3,2,3,2,4,5,3,4,3,1,2,4,5,1,3,5,2,1,5,4,2,4,3,3,2,5,4,3,2,2,3,2,1,5,1,1,3,2,4,2,126.0
0,1,3,2,1,1,0,4,1,5,0,3,1,2,2,1,2,1,5,3,3,2,4,3,1,1,3,3,3,0,1,3,2,5,2,1,3,2,4,4,122.0
3,4,1,3,2,2,1,3,4,5,4,5,3,3,4,2,3,5,2,3,1,2,4,4,1,5,2,4,1,1,1,2,1,2,5,4,1,3,3,5,104.0
3,5,3,5,1,5,3,5,1,5,3,5,3,3,5,1,5,5,5,3,1,3,1,5,1,5,1,5,1,1,1,5,3,1,1,5,3,1,1,1,84.0
5,1,4,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,4,3,5,4,0,0,0,0,0,0,124.0
4,4,4,5,2,3,4,3,2,5,3,3,2,3,3,1,4,5,3,3,2,3,3,3,1,3,1,3,1,3,2,4,4,2,3,5,2,4,2,2,104.0
4,5,4,4,1,5,4,2,5,1,2,5,1,2,4,4,3,5,1,1,3,3,1,3,1,5,1,4,5,5,1,3,4,2,1,5,1,4,1,2,98.0
3,3,2,3,3,2,3,4,3,3,1,2,3,2,1,4,1,3,4,2,2,4,4,4,1,2,2,4,2,2,2,2,3,4,2,2,2,2,4,2,128.0
3,4,1,4,3,3,2,3,4,4,2,4,3,3,3,4,2,3,4,4,2,5,3,3,1,4,3,4,2,2,3,3,4,5,3,3,5,3,5,2,111.0
3,1,4,1,5,5,3,5,3,4,3,5,5,3,1,4,2,3,3,3,2,5,3,5,3,5,5,3,3,3,5,3,4,4,2,1,1,2,5,2,113.0
2,1,3,2,5,4,3,3,5,4,3,4,3,4,3,3,1,1,4,3,2,3,3,3,3,4,4,2,2,3,5,2,2,4,3,1,2,1,3,4,117.0
4,1,1,3,5,1,1,1,1,5,1,1,1,1,5,3,1,5,5,1,1,2,5,2,1,4,1,5,1,5,1,3,1,1,3,5,3,5,1,1,116.0
5,1,5,1,4,5,5,1,5,1,3,5,5,3,5,1,5,1,1,5,1,3,5,5,1,5,5,1,1,5,5,1,4,1,5,1,1,5,1,5,107.0
5,1,1,5,4,5,3,2,2,5,3,4,1,5,3,2,3,5,5,2,3,2,3,2,1,3,1,5,3,1,1,4,2,3,1,1,3,5,1,1,105.0
3,1,4,1,5,2,3,3,3,1,2,5,5,3,1,3,2,3,1,3,1,5,3,4,1,4,3,3,1,3,3,2,3,4,3,1,2,3,4,3,122.0
2,4,1,5,1,2,2,2,1,5,4,2,1,4,4,3,4,4,1,2,2,1,5,2,3,4,1,2,1,2,1,1,2,2,2,4,3,2,2,4,112.0
2,1,2,3,4,2,2,2,1,4,1,4,3,3,2,5,2,2,5,4,1,4,5,5,1,3,4,3,1,3,4,3,4,4,4,2,3,1,4,4,119.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
3,5,5,1,1,3,3,1,1,5,5,4,1,3,5,1,5,3,1,1,2,1,3,3,1,5,1,4,1,3,1,3,2,1,0,5,2,3,1,4,107.0
3,3,1,3,3,0,3,3,4,3,2,3,3,2,2,4,2,4,4,4,2,4,3,4,1,5,4,4,2,2,3,4,2,4,2,3,4,3,3,2,103.0
2,4,2,4,2,3,2,4,4,4,1,5,4,3,2,4,1,4,4,4,4,5,4,5,1,5,1,3,4,3,4,4,4,4,2,4,2,2,2,3,109.0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,82.0
5,2,5,4,4,1,2,1,4,3,5,5,5,1,2,1,4,5,5,4,1,4,5,4,1,5,1,1,2,4,3,1,5,1,5,2,1,5,1,5,113.0
2,1,2,1,5,2,2,4,5,1,2,4,5,4,2,5,1,1,2,5,4,5,1,4,2,4,5,4,1,2,5,2,2,1,4,2,2,2,5,4,124.0
2,5,1,4,3,2,3,4,2,4,1,5,3,3,2,5,2,2,4,4,1,4,4,4,1,5,2,2,1,4,3,2,1,4,2,4,1,2,4,3,117.0
4,1,5,1,4,4,5,2,5,3,3,5,1,4,5,1,5,1,1,1,4,1,1,4,1,5,4,5,3,3,5,4,4,2,5,1,5,3,2,4,96.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
4,5,2,5,1,5,2,2,1,5,3,5,1,5,3,4,3,5,4,2,3,3,1,4,1,5,1,4,1,1,1,5,2,2,2,4,2,2,2,1,91.0
4,1,2,2,3,1,2,5,3,1,4,5,5,1,1,3,1,1,4,4,2,5,4,5,3,5,4,4,2,2,3,3,1,4,3,4,1,3,4,3,123.0
3,5,1,5,1,3,4,1,1,5,4,4,1,2,2,4,4,5,5,2,1,2,4,3,1,5,1,5,3,4,1,2,4,2,2,4,5,3,1,4,107.0
5,2,1,2,2,2,5,4,3,4,3,5,2,3,3,5,3,3,3,3,2,4,2,4,2,5,1,2,2,4,3,4,2,4,2,2,2,3,4,4,113.0
5,2,4,2,2,4,4,1,4,4,1,1,5,5,4,5,4,1,1,2,5,4,1,5,2,4,2,5,1,1,4,1,1,1,1,4,2,2,2,1,104.0
2,4,5,2,1,2,2,5,4,5,3,5,2,4,1,4,4,2,5,4,1,2,5,5,1,5,1,1,2,3,4,4,2,5,3,1,3,1,3,3,106.0
4,2,5,5,5,1,5,1,3,2,4,5,1,1,3,3,3,2,5,4,1,2,5,5,1,1,1,5,1,2,2,1,1,1,5,1,2,4,2,5,119.0
3,3,4,4,4,0,0,0,0,0,3,3,3,5,2,0,0,0,0,0,3,3,4,2,3,0,0,0,0,0,3,3,2,3,3,0,0,0,0,3,138.0
0,1,3,2,5,3,5,5,3,1,2,5,4,1,1,3,1,5,4,5,0,5,2,3,1,1,5,4,1,3,3,4,4,4,3,1,3,1,5,3,84.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,137.0
4,2,5,3,3,2,5,1,4,2,5,4,3,1,5,1,5,2,5,1,4,2,4,4,2,3,2,3,4,2,2,1,2,1,5,1,2,4,1,4,113.0
5,2,3,5,2,1,4,2,4,5,5,5,1,1,4,1,4,5,4,2,2,1,5,5,1,3,1,5,1,1,2,5,1,2,1,3,3,5,2,2,97.0
1,1,3,5,1,5,1,1,5,3,5,5,1,1,3,3,5,5,1,3,1,1,1,1,1,5,5,5,1,1,3,5,1,3,3,5,1,1,1,1,95.0
3,2,4,2,4,4,5,2,2,4,2,4,4,1,2,4,2,4,2,4,2,4,1,4,1,4,2,4,2,2,3,2,2,5,3,2,2,3,4,3,117.0
4,3,5,4,2,5,3,2,1,4,3,4,2,4,4,5,3,5,5,3,2,2,3,4,1,3,1,3,1,1,1,4,3,2,2,2,3,1,1,1,99.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
2,5,1,3,1,5,3,1,3,5,1,4,4,3,5,2,5,0,0,5,4,1,3,1,5,1,4,3,5,3,3,3,5,1,4,5,5,2,1,4,104.0
3,3,3,3,3,2,3,4,3,5,1,5,2,2,2,5,2,3,4,3,2,4,4,3,1,5,1,4,1,3,2,4,2,4,3,3,3,2,3,4,113.0
2,3,2,3,5,1,2,5,4,4,1,5,3,3,1,4,2,5,3,5,2,5,5,4,1,5,3,4,3,2,3,5,2,5,4,2,3,1,5,4,115.0
4,3,5,2,4,1,4,4,3,4,4,2,4,2,4,1,3,4,2,3,4,2,3,2,3,2,3,2,3,4,1,3,4,1,3,4,4,2,1,3,116.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,147.0
3,4,2,4,1,2,3,3,4,4,3,4,5,1,3,4,1,2,4,3,4,5,4,4,3,5,4,3,2,1,3,5,4,4,3,4,3,3,4,2,112.0
2,1,5,1,4,3,2,1,5,4,2,5,3,2,5,5,3,1,1,1,3,2,1,4,1,5,1,2,2,3,1,4,3,1,3,1,3,2,3,3,109.0
2,1,4,4,4,2,2,4,5,3,2,5,4,3,2,4,2,1,4,3,1,4,3,5,1,5,5,4,1,3,5,3,3,4,4,2,4,2,3,4,111.0
2,3,3,4,1,4,3,4,5,4,1,5,5,3,1,4,2,1,4,1,3,5,4,4,1,5,2,5,1,3,1,4,4,5,1,4,3,2,4,1,107.0
2,3,1,4,4,1,3,4,3,3,1,5,2,3,1,4,1,4,2,3,2,5,4,2,2,5,3,1,2,3,1,3,4,5,1,3,1,1,4,2,127.0
5,5,1,5,1,1,4,4,1,5,4,3,1,1,2,3,4,5,2,2,3,1,5,5,1,5,1,5,1,4,1,2,4,2,2,5,1,1,2,3,107.0
4,4,4,2,4,5,5,1,2,2,4,1,4,2,5,2,2,4,4,3,4,2,1,1,3,1,4,1,4,2,3,2,2,1,4,2,4,2,1,2,119.0
5,2,5,3,4,1,5,1,5,3,1,5,1,3,5,3,3,2,2,1,5,3,4,5,3,5,4,3,2,3,1,1,5,1,5,1,1,5,1,5,113.0
4,2,3,4,3,2,3,2,3,4,5,1,2,2,4,1,4,4,4,2,2,3,4,4,1,2,2,3,1,2,2,2,3,2,4,2,1,2,2,4,113.0
1,3,1,3,3,1,3,1,1,5,3,2,3,5,5,3,3,3,2,1,0,3,5,5,1,5,1,3,1,1,1,5,1,3,1,3,1,1,3,3,129.0
1,3,1,3,5,1,2,5,1,5,1,4,5,3,1,5,5,5,5,5,2,5,5,5,1,5,1,3,1,1,3,1,5,5,3,4,1,1,5,3,119.0
2,4,4,4,2,2,1,3,2,5,1,2,2,3,3,1,2,4,2,1,2,2,3,5,3,4,1,3,1,3,1,3,2,2,2,4,2,1,2,3,108.0
2,2,4,4,3,4,2,3,2,4,4,4,3,3,3,1,3,3,3,1,2,3,3,5,1,5,3,4,2,2,3,3,3,2,2,2,4,2,2,2,98.0
2,3,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,91.0
2,1,3,3,5,1,1,1,1,3,3,2,2,2,5,3,3,2,3,2,1,1,5,3,2,2,5,3,3,2,5,1,2,2,3,2,2,2,2,5,119.0
1,1,4,1,5,3,3,5,5,4,1,4,5,4,2,4,1,2,5,4,2,5,2,4,1,5,4,3,3,2,3,2,2,5,2,1,3,2,5,2,121.0
3,3,5,4,1,1,3,1,3,2,5,4,2,5,5,1,5,3,1,1,1,1,3,5,1,5,1,3,1,1,1,5,4,1,1,3,1,2,1,1,89.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0
1,4,2,4,3,2,2,4,3,3,1,5,5,2,2,5,2,4,5,4,2,5,3,3,3,5,3,3,1,2,3,4,1,4,4,4,2,2,4,3,112.0
3,2,4,3,3,3,0,4,3,3,1,4,4,3,1,4,1,3,4,3,2,5,5,4,2,5,2,3,2,3,3,3,4,4,3,2,3,3,4,3,132.0
4,1,1,1,5,1,1,5,4,1,1,2,5,5,1,5,1,4,5,5,2,5,4,2,1,5,5,4,1,2,5,5,1,5,5,1,2,1,4,5,127.0
1,1,3,1,3,3,5,3,5,0,3,1,3,1,5,1,5,3,1,3,1,5,3,5,1,5,3,5,1,1,5,1,1,1,3,3,3,1,1,3,131.0
2,3,5,3,4,3,4,5,3,3,5,4,4,4,2,2,1,2,5,2,2,4,5,4,2,4,4,1,1,3,3,4,3,4,2,2,4,1,3,3,112.0
5,1,5,5,1,1,5,3,5,5,3,5,1,5,3,3,1,1,1,1,1,5,5,5,1,5,1,3,1,1,1,3,5,1,5,3,1,5,1,5,106.0
4,5,5,4,1,2,4,4,1,5,1,1,2,2,1,1,4,5,2,2,2,4,2,2,1,2,1,5,1,4,1,2,2,1,4,5,1,4,1,4,115.0
2,3,2,4,4,2,3,3,3,2,2,4,3,2,2,5,3,4,5,3,2,3,4,3,1,3,4,3,2,3,3,2,4,4,3,4,2,3,2,3,118.0
2,4,1,3,2,4,3,3,4,4,3,3,3,2,2,4,2,3,2,3,2,4,3,4,2,4,4,3,3,3,3,2,3,3,3,3,2,2,4,3,117.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0
4,2,5,3,3,5,2,1,3,3,5,2,1,4,5,1,5,3,1,1,2,1,3,5,2,1,3,3,2,3,2,2,4,1,1,3,3,3,1,3,99.0
1,4,3,4,2,0,4,4,3,5,1,3,2,2,1,5,2,3,5,3,2,3,4,5,2,4,3,3,2,3,5,3,4,4,2,2,4,2,5,3,77.0
1,5,3,3,1,5,5,1,1,5,1,5,1,5,5,1,5,5,1,1,1,1,1,1,1,5,1,3,1,3,3,1,1,1,3,5,1,1,1,5,99.0
5,3,3,4,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,148.0
5,2,3,4,3,2,5,2,4,3,4,5,2,1,2,1,4,3,5,2,3,1,5,4,1,4,2,2,2,4,1,1,2,1,5,2,1,4,1,5,116.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0
3,2,5,1,4,5,5,1,5,3,5,1,4,5,5,1,3,1,2,2,3,3,4,2,3,1,2,3,2,5,5,5,5,1,1,3,5,2,1,1,105.0
4,3,4,3,3,1,5,2,5,4,4,5,2,1,2,1,4,1,5,3,3,3,5,4,1,5,2,3,2,4,3,1,3,2,5,1,1,5,2,5,118.0
3,2,1,4,3,3,3,3,1,5,2,4,4,3,2,4,2,4,4,3,2,4,2,3,1,3,3,3,2,2,4,3,2,4,2,3,2,3,4,2,118.0
1,1,1,1,1,0,0,0,0,0,5,1,3,1,1,0,0,0,0,0,1,1,4,1,1,0,0,0,0,2,3,3,1,5,0,0,0,0,0,5,117.0
4,4,1,2,3,3,3,3,2,3,2,5,3,5,2,4,3,4,3,3,3,4,4,4,1,4,2,4,1,2,1,4,3,4,3,3,2,3,4,2,110.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
1,1,3,1,5,3,1,5,5,1,1,5,5,4,1,5,1,3,5,5,1,5,1,5,1,5,5,5,1,1,5,3,4,5,1,1,1,1,5,3,116.0
1,1,4,1,4,4,2,5,4,2,2,5,5,5,1,5,1,2,3,4,1,4,2,4,1,5,5,3,1,2,4,5,1,4,2,1,3,1,4,2,110.0
3,5,4,5,1,4,1,1,1,5,2,4,2,1,2,1,3,5,5,1,2,4,2,4,1,5,1,5,1,1,1,4,3,2,2,5,2,2,2,2,99.0
2,1,3,3,1,2,1,3,4,5,3,3,1,1,1,5,1,3,5,5,3,1,3,3,1,3,1,3,1,3,5,1,1,5,2,3,3,2,2,3,125.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0
3,2,4,5,1,5,3,3,5,3,3,1,3,3,3,5,1,1,4,5,2,4,2,5,3,5,5,3,1,2,5,4,2,3,1,5,4,2,5,2,105.0
2,2,4,3,1,1,3,4,2,4,5,3,4,3,3,4,3,4,3,3,2,5,5,5,3,5,2,3,1,3,1,3,3,4,4,2,1,1,5,3,111.0
1,1,3,1,5,3,1,1,5,1,5,1,5,2,5,3,3,1,5,3,1,1,3,4,1,3,5,5,1,1,5,1,3,3,3,1,1,1,1,3,117.0
