math,0,1,2,3
116.0,54.0,35.0,38.0,17.0
120.0,55.0,41.0,36.0,17.0
117.0,43.0,53.0,34.0,17.0
117.0,59.0,40.0,32.0,19.0
75.0,43.0,34.0,31.0,14.0
116.0,0.0,0.0,0.0,0.0
98.0,35.0,38.0,43.0,17.0
87.0,42.0,42.0,49.0,20.0
80.0,0.0,0.0,0.0,0.0
117.0,52.0,40.0,40.0,17.0
147.0,37.0,34.0,42.0,15.0
115.0,38.0,45.0,35.0,22.0
89.0,39.0,45.0,45.0,19.0
101.0,39.0,45.0,47.0,17.0
105.0,43.0,53.0,40.0,20.0
72.0,34.0,39.0,38.0,16.0
104.0,55.0,40.0,41.0,20.0
103.0,46.0,50.0,40.0,20.0
115.0,50.0,39.0,39.0,16.0
107.0,50.0,41.0,41.0,16.0
111.0,47.0,56.0,38.0,18.0
117.0,50.0,41.0,33.0,18.0
114.0,53.0,41.0,37.0,17.0
116.0,35.0,43.0,33.0,13.0
108.0,40.0,52.0,42.0,24.0
91.0,46.0,58.0,47.0,21.0
119.0,46.0,58.0,40.0,20.0
97.0,56.0,49.0,47.0,21.0
99.0,43.0,50.0,33.0,21.0
116.0,56.0,42.0,40.0,18.0
128.0,54.0,47.0,39.0,18.0
139.0,0.0,0.0,0.0,0.0
121.0,0.0,0.0,0.0,0.0
145.0,15.0,14.0,13.0,6.0
103.0,40.0,44.0,46.0,16.0
110.0,51.0,45.0,41.0,16.0
101.0,48.0,36.0,32.0,14.0
113.0,47.0,40.0,39.0,17.0
83.0,44.0,52.0,52.0,21.0
81.0,52.0,40.0,31.0,18.0
103.0,51.0,43.0,37.0,18.0
109.0,53.0,45.0,40.0,19.0
141.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0
102.0,37.0,47.0,41.0,16.0
117.0,55.0,44.0,35.0,18.0
102.0,39.0,45.0,41.0,19.0
115.0,56.0,43.0,39.0,18.0
100.0,0.0,0.0,0.0,0.0
104.0,41.0,41.0,30.0,18.0
105.0,42.0,44.0,37.0,18.0
131.0,0.0,0.0,0.0,0.0
93.0,33.0,50.0,48.0,15.0
95.0,1.0,1.0,-0.0,1.0
137.0,50.0,42.0,31.0,17.0
108.0,43.0,47.0,39.0,16.0
112.0,52.0,39.0,39.0,16.0
97.0,0.0,0.0,0.0,0.0
110.0,43.0,45.0,34.0,18.0
93.0,0.0,0.0,0.0,0.0
124.0,50.0,41.0,34.0,15.0
123.0,54.0,41.0,37.0,16.0
109.0,56.0,48.0,44.0,18.0
94.0,43.0,44.0,40.0,22.0
118.0,51.0,40.0,38.0,15.0
106.0,36.0,43.0,41.0,15.0
145.0,1.0,0.0,-0.0,0.0
117.0,37.0,41.0,34.0,20.0
96.0,41.0,49.0,41.0,19.0
102.0,41.0,48.0,41.0,19.0
110.0,42.0,53.0,38.0,16.0
100.0,32.0,45.0,44.0,14.0
113.0,33.0,39.0,38.0,14.0
108.0,44.0,50.0,38.0,17.0
119.0,55.0,39.0,34.0,17.0
93.0,52.0,43.0,40.0,17.0
123.0,48.0,38.0,32.0,13.0
104.0,45.0,49.0,45.0,19.0
98.0,29.0,44.0,42.0,19.0
73.0,0.0,0.0,0.0,0.0
100.0,37.0,41.0,46.0,16.0
147.0,59.0,43.0,43.0,20.0
93.0,33.0,46.0,46.0,15.0
147.0,33.0,39.0,43.0,16.0
121.0,56.0,40.0,40.0,16.0
107.0,52.0,45.0,42.0,19.0
98.0,40.0,42.0,44.0,18.0
105.0,0.0,0.0,0.0,0.0
102.0,43.0,54.0,41.0,19.0
106.0,56.0,45.0,45.0,19.0
119.0,18.0,17.0,15.0,8.0
84.0,21.0,19.0,16.0,8.0
78.0,18.0,19.0,17.0,9.0
103.0,6.0,8.0,7.0,4.0
136.0,50.0,40.0,36.0,16.0
140.0,1.0,4.0,1.0,1.0
99.0,44.0,47.0,43.0,19.0
122.0,50.0,40.0,39.0,16.0
87.0,36.0,43.0,46.0,18.0
118.0,50.0,41.0,35.0,17.0
124.0,55.0,41.0,38.0,16.0
110.0,56.0,44.0,43.0,19.0
110.0,43.0,50.0,41.0,16.0
107.0,41.0,43.0,41.0,18.0
115.0,50.0,39.0,39.0,16.0
109.0,52.0,41.0,41.0,17.0
140.0,55.0,40.0,35.0,16.0
106.0,41.0,46.0,43.0,17.0
110.0,53.0,44.0,39.0,19.0
107.0,40.0,45.0,44.0,16.0
112.0,42.0,55.0,40.0,17.0
102.0,0.0,0.0,0.0,0.0
144.0,15.0,14.0,13.0,6.0
85.0,50.0,57.0,48.0,25.0
105.0,28.0,36.0,34.0,16.0
96.0,39.0,46.0,47.0,16.0
92.0,39.0,39.0,43.0,20.0
87.0,39.0,43.0,45.0,17.0
116.0,51.0,42.0,41.0,17.0
110.0,57.0,45.0,40.0,20.0
136.0,50.0,38.0,39.0,15.0
148.0,11.0,14.0,9.0,7.0
72.0,7.0,8.0,7.0,3.0
90.0,33.0,48.0,46.0,18.0
144.0,15.0,14.0,13.0,6.0
83.0,0.0,0.0,0.0,0.0
117.0,52.0,38.0,37.0,18.0
113.0,54.0,41.0,41.0,18.0
117.0,51.0,39.0,39.0,15.0
121.0,51.0,40.0,38.0,15.0
113.0,52.0,44.0,43.0,18.0
102.0,57.0,46.0,41.0,21.0
118.0,54.0,41.0,32.0,19.0
120.0,53.0,38.0,29.0,17.0
125.0,55.0,37.0,35.0,16.0
114.0,51.0,40.0,33.0,18.0
110.0,49.0,39.0,30.0,17.0
79.0,0.0,0.0,0.0,0.0
110.0,46.0,56.0,43.0,18.0
122.0,54.0,40.0,35.0,17.0
101.0,42.0,48.0,41.0,18.0
109.0,1.0,2.0,1.0,1.0
79.0,32.0,40.0,44.0,16.0
113.0,56.0,40.0,40.0,17.0
101.0,30.0,30.0,25.0,10.0
143.0,0.0,0.0,0.0,0.0
114.0,55.0,40.0,40.0,16.0
110.0,57.0,45.0,39.0,20.0
106.0,45.0,54.0,42.0,16.0
107.0,49.0,42.0,39.0,18.0
108.0,38.0,45.0,43.0,15.0
123.0,47.0,36.0,33.0,16.0
118.0,10.0,9.0,4.0,4.0
129.0,60.0,39.0,29.0,18.0
118.0,50.0,43.0,41.0,16.0
112.0,59.0,41.0,37.0,19.0
105.0,41.0,44.0,40.0,15.0
97.0,38.0,45.0,42.0,17.0
109.0,50.0,42.0,39.0,18.0
113.0,51.0,44.0,39.0,17.0
94.0,34.0,38.0,45.0,15.0
117.0,58.0,44.0,37.0,17.0
95.0,32.0,46.0,40.0,20.0
103.0,38.0,44.0,41.0,15.0
102.0,35.0,40.0,45.0,16.0
143.0,51.0,42.0,39.0,18.0
114.0,0.0,0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0
121.0,20.0,17.0,12.0,7.0
109.0,7.0,8.0,5.0,3.0
116.0,60.0,42.0,37.0,20.0
125.0,55.0,39.0,32.0,18.0
115.0,39.0,51.0,34.0,18.0
70.0,0.0,0.0,0.0,0.0
101.0,32.0,46.0,43.0,15.0
111.0,0.0,0.0,0.0,0.0
86.0,52.0,40.0,32.0,17.0
100.0,56.0,50.0,44.0,21.0
76.0,58.0,43.0,38.0,18.0
116.0,42.0,51.0,36.0,17.0
104.0,37.0,48.0,31.0,20.0
99.0,37.0,45.0,45.0,16.0
103.0,38.0,44.0,41.0,17.0
115.0,42.0,52.0,32.0,19.0
81.0,58.0,42.0,40.0,19.0
121.0,52.0,37.0,37.0,15.0
115.0,48.0,37.0,34.0,15.0
121.0,46.0,40.0,37.0,15.0
149.0,39.0,45.0,45.0,19.0
134.0,34.0,40.0,40.0,17.0
113.0,53.0,44.0,37.0,18.0
122.0,51.0,39.0,33.0,17.0
108.0,59.0,45.0,39.0,21.0
92.0,40.0,43.0,49.0,18.0
130.0,4.0,6.0,2.0,3.0
90.0,53.0,39.0,36.0,19.0
117.0,52.0,42.0,40.0,16.0
105.0,57.0,43.0,45.0,19.0
116.0,45.0,37.0,35.0,15.0
94.0,41.0,45.0,45.0,16.0
108.0,40.0,43.0,39.0,15.0
106.0,35.0,40.0,42.0,16.0
113.0,43.0,48.0,40.0,16.0
147.0,15.0,14.0,13.0,6.0
107.0,36.0,41.0,44.0,14.0
112.0,0.0,0.0,0.0,0.0
138.0,37.0,43.0,42.0,16.0
97.0,38.0,49.0,46.0,17.0
119.0,0.0,0.0,0.0,0.0
123.0,49.0,39.0,35.0,16.0
130.0,52.0,35.0,27.0,17.0
110.0,52.0,41.0,40.0,18.0
101.0,59.0,48.0,45.0,21.0
146.0,49.0,31.0,29.0,15.0
115.0,0.0,0.0,0.0,0.0
90.0,17.0,15.0,12.0,7.0
123.0,0.0,0.0,0.0,0.0
108.0,45.0,52.0,43.0,24.0
107.0,56.0,43.0,44.0,18.0
119.0,41.0,47.0,33.0,15.0
114.0,53.0,40.0,34.0,18.0
102.0,35.0,45.0,43.0,16.0
128.0,49.0,35.0,35.0,12.0
120.0,51.0,40.0,39.0,14.0
117.0,57.0,40.0,40.0,15.0
88.0,0.0,0.0,0.0,0.0
135.0,16.0,16.0,13.0,6.0
96.0,45.0,59.0,42.0,22.0
127.0,39.0,44.0,37.0,18.0
104.0,39.0,47.0,44.0,17.0
102.0,39.0,47.0,47.0,16.0
128.0,55.0,41.0,31.0,17.0
123.0,49.0,41.0,34.0,16.0
97.0,0.0,0.0,0.0,0.0
120.0,52.0,39.0,37.0,17.0
119.0,48.0,39.0,37.0,18.0
100.0,39.0,52.0,40.0,19.0
116.0,54.0,42.0,41.0,17.0
120.0,56.0,40.0,39.0,17.0
117.0,59.0,41.0,34.0,18.0
112.0,0.0,0.0,0.0,0.0
108.0,0.0,0.0,0.0,0.0
97.0,37.0,35.0,39.0,16.0
114.0,43.0,47.0,42.0,19.0
145.0,47.0,36.0,37.0,17.0
113.0,50.0,44.0,41.0,17.0
116.0,53.0,40.0,37.0,18.0
119.0,38.0,43.0,38.0,21.0
112.0,43.0,52.0,39.0,14.0
107.0,35.0,40.0,43.0,15.0
107.0,49.0,40.0,40.0,18.0
117.0,46.0,39.0,39.0,17.0
101.0,40.0,51.0,38.0,18.0
128.0,46.0,34.0,33.0,13.0
110.0,38.0,50.0,38.0,18.0
117.0,58.0,41.0,35.0,18.0
102.0,46.0,49.0,44.0,19.0
116.0,52.0,41.0,34.0,19.0
113.0,38.0,50.0,37.0,15.0
107.0,54.0,46.0,41.0,20.0
109.0,0.0,0.0,0.0,0.0
126.0,57.0,44.0,33.0,19.0
129.0,55.0,39.0,38.0,14.0
137.0,0.0,0.0,0.0,0.0
112.0,45.0,52.0,30.0,19.0
86.0,15.0,20.0,14.0,8.0
82.0,46.0,43.0,50.0,22.0
113.0,51.0,40.0,34.0,17.0
99.0,30.0,43.0,40.0,14.0
114.0,51.0,41.0,36.0,19.0
121.0,54.0,41.0,42.0,15.0
109.0,53.0,42.0,38.0,18.0
91.0,1.0,0.0,-0.0,0.0
99.0,0.0,0.0,0.0,0.0
110.0,38.0,41.0,40.0,16.0
76.0,54.0,43.0,39.0,17.0
124.0,53.0,37.0,38.0,14.0
128.0,49.0,38.0,31.0,15.0
103.0,38.0,37.0,38.0,17.0
72.0,0.0,0.0,0.0,0.0
123.0,52.0,41.0,37.0,15.0
127.0,55.0,37.0,33.0,14.0
106.0,34.0,43.0,45.0,14.0
146.0,15.0,14.0,13.0,6.0
111.0,60.0,48.0,37.0,22.0
113.0,52.0,44.0,41.0,18.0
124.0,51.0,39.0,36.0,16.0
116.0,53.0,43.0,37.0,19.0
109.0,41.0,44.0,37.0,16.0
88.0,40.0,43.0,49.0,17.0
101.0,42.0,46.0,44.0,16.0
85.0,26.0,37.0,43.0,18.0
115.0,16.0,16.0,13.0,7.0
144.0,40.0,46.0,38.0,21.0
115.0,41.0,44.0,32.0,16.0
96.0,37.0,40.0,45.0,15.0
135.0,42.0,32.0,28.0,14.0
79.0,62.0,45.0,38.0,20.0
148.0,15.0,14.0,13.0,6.0
86.0,0.0,0.0,0.0,0.0
96.0,45.0,49.0,43.0,22.0
116.0,56.0,37.0,36.0,17.0
76.0,0.0,0.0,0.0,0.0
127.0,54.0,39.0,33.0,17.0
131.0,45.0,35.0,33.0,13.0
122.0,0.0,0.0,0.0,0.0
112.0,33.0,36.0,33.0,15.0
90.0,45.0,44.0,38.0,22.0
116.0,41.0,46.0,37.0,22.0
77.0,0.0,0.0,0.0,0.0
108.0,54.0,47.0,42.0,19.0
108.0,47.0,55.0,44.0,18.0
112.0,40.0,45.0,38.0,18.0
85.0,37.0,47.0,50.0,17.0
119.0,40.0,44.0,30.0,16.0
119.0,11.0,11.0,7.0,4.0
90.0,33.0,44.0,46.0,16.0
117.0,60.0,41.0,35.0,20.0
113.0,55.0,45.0,43.0,17.0
109.0,55.0,44.0,44.0,19.0
110.0,42.0,48.0,39.0,21.0
106.0,55.0,45.0,41.0,19.0
106.0,42.0,48.0,41.0,18.0
119.0,51.0,39.0,39.0,15.0
110.0,49.0,40.0,38.0,17.0
111.0,54.0,45.0,42.0,18.0
95.0,37.0,37.0,35.0,19.0
122.0,39.0,47.0,34.0,14.0
78.0,57.0,41.0,33.0,19.0
106.0,44.0,50.0,41.0,17.0
122.0,38.0,43.0,27.0,17.0
116.0,54.0,38.0,36.0,15.0
93.0,46.0,51.0,43.0,21.0
87.0,44.0,50.0,51.0,20.0
93.0,43.0,48.0,51.0,18.0
98.0,8.0,9.0,6.0,3.0
108.0,4.0,5.0,4.0,2.0
133.0,11.0,13.0,13.0,7.0
140.0,0.0,0.0,0.0,0.0
109.0,52.0,41.0,39.0,19.0
143.0,27.0,41.0,41.0,17.0
95.0,52.0,42.0,41.0,16.0
113.0,52.0,39.0,36.0,19.0
121.0,1.0,0.0,-0.0,0.0
115.0,51.0,42.0,38.0,16.0
103.0,51.0,42.0,41.0,16.0
110.0,33.0,43.0,40.0,15.0
117.0,53.0,42.0,36.0,16.0
114.0,40.0,50.0,39.0,17.0
120.0,28.0,31.0,22.0,15.0
113.0,44.0,53.0,38.0,16.0
83.0,0.0,0.0,0.0,0.0
110.0,54.0,46.0,40.0,20.0
111.0,55.0,41.0,43.0,16.0
107.0,43.0,53.0,31.0,18.0
126.0,0.0,0.0,0.0,0.0
98.0,28.0,31.0,38.0,16.0
124.0,53.0,38.0,35.0,16.0
98.0,34.0,43.0,45.0,16.0
113.0,51.0,43.0,40.0,16.0
104.0,38.0,42.0,41.0,18.0
115.0,53.0,42.0,32.0,18.0
129.0,43.0,47.0,40.0,21.0
110.0,48.0,60.0,38.0,20.0
79.0,32.0,42.0,48.0,18.0
83.0,36.0,45.0,47.0,18.0
123.0,0.0,0.0,0.0,0.0
111.0,52.0,39.0,41.0,18.0
95.0,42.0,49.0,49.0,18.0
97.0,39.0,49.0,50.0,18.0
81.0,34.0,34.0,29.0,15.0
132.0,0.0,0.0,0.0,0.0
115.0,50.0,42.0,37.0,16.0
110.0,40.0,43.0,37.0,16.0
110.0,41.0,48.0,38.0,17.0
88.0,33.0,42.0,44.0,18.0
84.0,0.0,0.0,0.0,0.0
116.0,53.0,41.0,40.0,16.0
102.0,40.0,43.0,43.0,17.0
119.0,42.0,49.0,34.0,16.0
92.0,54.0,37.0,41.0,16.0
77.0,5.0,7.0,4.0,3.0
126.0,53.0,38.0,36.0,15.0
147.0,0.0,0.0,0.0,0.0
118.0,46.0,37.0,33.0,16.0
87.0,40.0,40.0,43.0,20.0
108.0,40.0,45.0,44.0,16.0
83.0,0.0,0.0,0.0,0.0
94.0,48.0,36.0,30.0,15.0
114.0,54.0,43.0,40.0,17.0
147.0,15.0,14.0,13.0,6.0
102.0,42.0,49.0,44.0,18.0
105.0,41.0,48.0,39.0,18.0
102.0,41.0,45.0,47.0,15.0
126.0,59.0,38.0,29.0,15.0
125.0,2.0,1.0,0.0,1.0
115.0,52.0,37.0,36.0,17.0
114.0,52.0,42.0,35.0,17.0
104.0,40.0,42.0,36.0,19.0
103.0,41.0,47.0,45.0,17.0
102.0,51.0,61.0,48.0,20.0
142.0,49.0,37.0,33.0,15.0
149.0,3.0,7.0,4.0,2.0
108.0,56.0,45.0,45.0,18.0
116.0,41.0,48.0,35.0,16.0
74.0,0.0,0.0,0.0,0.0
92.0,35.0,43.0,42.0,16.0
135.0,40.0,49.0,31.0,15.0
142.0,0.0,0.0,0.0,0.0
101.0,39.0,45.0,45.0,16.0
141.0,0.0,0.0,0.0,0.0
115.0,37.0,50.0,35.0,16.0
91.0,55.0,44.0,37.0,19.0
116.0,51.0,42.0,40.0,16.0
105.0,56.0,46.0,44.0,20.0
98.0,40.0,39.0,37.0,20.0
106.0,58.0,48.0,40.0,22.0
107.0,44.0,54.0,37.0,18.0
110.0,50.0,38.0,39.0,18.0
111.0,52.0,44.0,42.0,18.0
110.0,57.0,48.0,42.0,20.0
109.0,57.0,44.0,41.0,20.0
128.0,47.0,37.0,36.0,13.0
96.0,45.0,48.0,45.0,20.0
87.0,0.0,0.0,0.0,0.0
114.0,50.0,44.0,40.0,17.0
127.0,48.0,35.0,37.0,12.0
93.0,40.0,43.0,42.0,18.0
116.0,42.0,46.0,33.0,17.0
114.0,50.0,44.0,42.0,16.0
100.0,36.0,46.0,41.0,17.0
113.0,36.0,41.0,39.0,14.0
92.0,45.0,47.0,49.0,20.0
94.0,0.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0,0.0
92.0,4.0,4.0,1.0,3.0
99.0,38.0,46.0,45.0,18.0
117.0,47.0,40.0,36.0,14.0
117.0,49.0,38.0,39.0,16.0
115.0,38.0,44.0,36.0,21.0
118.0,47.0,41.0,36.0,17.0
109.0,0.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,0.0
117.0,57.0,43.0,38.0,17.0
100.0,42.0,43.0,41.0,18.0
115.0,37.0,40.0,39.0,17.0
109.0,58.0,46.0,41.0,20.0
120.0,50.0,42.0,36.0,17.0
148.0,44.0,44.0,43.0,19.0
82.0,13.0,15.0,9.0,7.0
149.0,15.0,14.0,13.0,6.0
143.0,38.0,47.0,37.0,17.0
108.0,39.0,46.0,41.0,17.0
126.0,45.0,35.0,34.0,13.0
111.0,49.0,42.0,40.0,17.0
118.0,54.0,41.0,41.0,17.0
117.0,46.0,48.0,32.0,19.0
115.0,49.0,41.0,38.0,16.0
118.0,54.0,39.0,36.0,17.0
93.0,43.0,55.0,43.0,21.0
110.0,52.0,43.0,40.0,18.0
124.0,56.0,39.0,31.0,16.0
103.0,0.0,0.0,0.0,0.0
114.0,44.0,54.0,40.0,17.0
128.0,56.0,35.0,31.0,17.0
127.0,52.0,40.0,35.0,16.0
117.0,40.0,44.0,38.0,19.0
98.0,60.0,51.0,46.0,23.0
95.0,39.0,40.0,35.0,22.0
104.0,37.0,44.0,44.0,15.0
101.0,49.0,53.0,36.0,20.0
96.0,41.0,43.0,48.0,19.0
87.0,33.0,45.0,48.0,18.0
119.0,55.0,41.0,31.0,18.0
109.0,53.0,45.0,42.0,19.0
118.0,36.0,43.0,33.0,14.0
140.0,9.0,7.0,3.0,3.0
141.0,50.0,39.0,40.0,19.0
117.0,51.0,38.0,38.0,15.0
149.0,1.0,1.0,0.0,1.0
117.0,51.0,44.0,38.0,18.0
87.0,59.0,45.0,38.0,21.0
130.0,46.0,35.0,23.0,14.0
106.0,39.0,41.0,41.0,17.0
100.0,38.0,48.0,45.0,19.0
75.0,0.0,0.0,0.0,0.0
141.0,37.0,41.0,38.0,14.0
100.0,38.0,42.0,42.0,16.0
108.0,46.0,54.0,37.0,16.0
128.0,0.0,0.0,0.0,0.0
146.0,33.0,37.0,39.0,14.0
116.0,42.0,50.0,35.0,16.0
114.0,51.0,41.0,40.0,17.0
73.0,46.0,39.0,34.0,15.0
117.0,58.0,40.0,36.0,18.0
78.0,0.0,0.0,0.0,0.0
82.0,51.0,37.0,37.0,13.0
112.0,54.0,46.0,38.0,20.0
123.0,54.0,39.0,36.0,15.0
125.0,53.0,38.0,32.0,16.0
102.0,60.0,47.0,44.0,21.0
110.0,54.0,44.0,37.0,19.0
147.0,15.0,14.0,13.0,6.0
104.0,58.0,49.0,47.0,20.0
115.0,46.0,39.0,37.0,13.0
90.0,33.0,45.0,47.0,18.0
115.0,47.0,42.0,39.0,16.0
131.0,51.0,36.0,36.0,12.0
98.0,40.0,42.0,44.0,16.0
122.0,56.0,41.0,33.0,17.0
103.0,40.0,42.0,39.0,15.0
115.0,52.0,44.0,36.0,19.0
144.0,15.0,14.0,13.0,6.0
102.0,35.0,40.0,44.0,15.0
114.0,48.0,37.0,38.0,16.0
76.0,0.0,0.0,0.0,0.0
114.0,39.0,43.0,35.0,13.0
124.0,56.0,38.0,35.0,15.0
136.0,0.0,0.0,0.0,0.0
117.0,1.0,0.0,-0.0,0.0
114.0,34.0,41.0,39.0,13.0
122.0,59.0,43.0,37.0,18.0
120.0,49.0,40.0,36.0,16.0
111.0,38.0,37.0,31.0,18.0
107.0,38.0,48.0,37.0,17.0
127.0,12.0,13.0,11.0,7.0
123.0,30.0,38.0,37.0,16.0
120.0,41.0,44.0,36.0,21.0
77.0,0.0,0.0,0.0,0.0
143.0,32.0,42.0,40.0,14.0
72.0,1.0,0.0,-0.0,0.0
113.0,56.0,41.0,36.0,18.0
106.0,36.0,39.0,44.0,15.0
113.0,57.0,45.0,37.0,18.0
83.0,60.0,40.0,32.0,18.0
113.0,51.0,42.0,40.0,18.0
109.0,63.0,47.0,38.0,22.0
130.0,47.0,41.0,35.0,15.0
95.0,37.0,41.0,38.0,20.0
85.0,35.0,42.0,44.0,18.0
122.0,36.0,44.0,34.0,14.0
103.0,0.0,0.0,0.0,0.0
139.0,40.0,45.0,31.0,17.0
112.0,44.0,54.0,40.0,17.0
130.0,36.0,39.0,31.0,16.0
140.0,4.0,7.0,4.0,3.0
100.0,42.0,48.0,50.0,17.0
121.0,51.0,41.0,35.0,16.0
118.0,40.0,50.0,38.0,15.0
112.0,33.0,42.0,39.0,14.0
116.0,55.0,43.0,38.0,18.0
118.0,57.0,38.0,37.0,17.0
103.0,34.0,37.0,35.0,17.0
117.0,43.0,52.0,38.0,16.0
114.0,51.0,39.0,41.0,17.0
109.0,0.0,0.0,0.0,0.0
111.0,37.0,42.0,38.0,16.0
113.0,38.0,47.0,36.0,15.0
106.0,42.0,51.0,40.0,19.0
113.0,35.0,53.0,38.0,16.0
106.0,55.0,41.0,40.0,19.0
121.0,54.0,40.0,35.0,17.0
111.0,45.0,52.0,35.0,17.0
97.0,42.0,45.0,41.0,19.0
96.0,43.0,55.0,43.0,21.0
118.0,54.0,39.0,30.0,18.0
104.0,52.0,46.0,43.0,19.0
122.0,51.0,40.0,33.0,17.0
100.0,42.0,47.0,40.0,18.0
108.0,52.0,36.0,40.0,15.0
135.0,24.0,23.0,19.0,10.0
104.0,43.0,49.0,39.0,17.0
112.0,57.0,46.0,35.0,21.0
111.0,2.0,4.0,1.0,2.0
121.0,54.0,38.0,40.0,15.0
111.0,48.0,40.0,36.0,15.0
115.0,55.0,42.0,34.0,19.0
109.0,57.0,48.0,41.0,21.0
115.0,56.0,45.0,41.0,18.0
113.0,54.0,41.0,38.0,19.0
115.0,49.0,39.0,37.0,16.0
129.0,53.0,36.0,34.0,15.0
147.0,49.0,36.0,32.0,14.0
106.0,40.0,46.0,39.0,17.0
100.0,41.0,48.0,42.0,20.0
111.0,41.0,47.0,39.0,15.0
116.0,41.0,46.0,34.0,18.0
114.0,36.0,40.0,34.0,14.0
109.0,58.0,43.0,45.0,19.0
93.0,41.0,49.0,50.0,18.0
107.0,40.0,39.0,32.0,19.0
145.0,15.0,14.0,13.0,6.0
146.0,0.0,0.0,0.0,0.0
104.0,45.0,52.0,43.0,17.0
89.0,15.0,14.0,13.0,6.0
81.0,0.0,0.0,0.0,0.0
110.0,41.0,50.0,39.0,17.0
80.0,9.0,12.0,6.0,4.0
116.0,50.0,35.0,37.0,17.0
90.0,47.0,56.0,44.0,22.0
147.0,15.0,14.0,13.0,6.0
111.0,48.0,38.0,39.0,16.0
93.0,0.0,0.0,0.0,0.0
103.0,47.0,54.0,41.0,18.0
119.0,0.0,0.0,0.0,0.0
111.0,52.0,45.0,41.0,19.0
93.0,1.0,4.0,1.0,1.0
132.0,32.0,40.0,40.0,15.0
104.0,39.0,45.0,42.0,17.0
99.0,0.0,0.0,0.0,0.0
106.0,36.0,36.0,39.0,16.0
117.0,53.0,42.0,39.0,17.0
113.0,41.0,44.0,36.0,16.0
101.0,42.0,47.0,35.0,21.0
81.0,48.0,51.0,51.0,21.0
129.0,55.0,37.0,31.0,14.0
118.0,51.0,42.0,41.0,15.0
110.0,42.0,47.0,30.0,20.0
106.0,50.0,40.0,39.0,18.0
99.0,59.0,51.0,46.0,22.0
105.0,52.0,43.0,42.0,18.0
95.0,0.0,0.0,0.0,0.0
105.0,60.0,46.0,41.0,22.0
97.0,38.0,44.0,39.0,19.0
105.0,42.0,45.0,35.0,20.0
149.0,1.0,2.0,3.0,1.0
115.0,0.0,0.0,0.0,0.0
116.0,40.0,47.0,37.0,20.0
116.0,53.0,44.0,40.0,17.0
96.0,42.0,46.0,45.0,20.0
73.0,1.0,5.0,2.0,2.0
89.0,41.0,45.0,40.0,20.0
129.0,29.0,31.0,25.0,14.0
114.0,33.0,37.0,35.0,14.0
79.0,44.0,38.0,35.0,14.0
100.0,38.0,42.0,39.0,16.0
113.0,53.0,43.0,42.0,17.0
106.0,62.0,47.0,42.0,20.0
135.0,51.0,36.0,37.0,18.0
74.0,26.0,25.0,22.0,11.0
104.0,37.0,44.0,41.0,17.0
102.0,63.0,48.0,38.0,23.0
99.0,36.0,38.0,41.0,18.0
109.0,37.0,40.0,38.0,13.0
100.0,37.0,45.0,43.0,14.0
113.0,0.0,0.0,0.0,0.0
115.0,9.0,15.0,9.0,6.0
117.0,51.0,43.0,35.0,17.0
113.0,39.0,52.0,32.0,18.0
120.0,50.0,42.0,35.0,17.0
97.0,43.0,48.0,45.0,19.0
108.0,1.0,3.0,1.0,2.0
107.0,46.0,55.0,40.0,18.0
91.0,46.0,51.0,49.0,18.0
109.0,47.0,56.0,39.0,18.0
110.0,30.0,35.0,30.0,16.0
116.0,34.0,41.0,33.0,13.0
122.0,36.0,41.0,41.0,17.0
115.0,50.0,43.0,38.0,18.0
140.0,40.0,46.0,44.0,17.0
114.0,46.0,36.0,35.0,17.0
142.0,25.0,31.0,36.0,14.0
108.0,37.0,41.0,43.0,14.0
113.0,38.0,38.0,31.0,17.0
117.0,52.0,43.0,35.0,17.0
136.0,15.0,17.0,11.0,9.0
114.0,40.0,47.0,40.0,22.0
115.0,46.0,34.0,36.0,15.0
111.0,47.0,38.0,38.0,17.0
125.0,56.0,34.0,29.0,18.0
134.0,51.0,35.0,35.0,13.0
119.0,52.0,40.0,38.0,16.0
83.0,41.0,54.0,52.0,20.0
114.0,52.0,42.0,38.0,16.0
120.0,52.0,39.0,40.0,15.0
104.0,42.0,46.0,44.0,18.0
95.0,48.0,38.0,34.0,14.0
109.0,28.0,37.0,40.0,13.0
97.0,34.0,37.0,38.0,15.0
119.0,54.0,41.0,40.0,16.0
117.0,56.0,43.0,39.0,18.0
115.0,55.0,43.0,37.0,18.0
111.0,49.0,43.0,42.0,17.0
103.0,37.0,43.0,42.0,17.0
82.0,0.0,1.0,0.0,0.0
120.0,56.0,42.0,35.0,18.0
116.0,49.0,44.0,41.0,17.0
118.0,49.0,41.0,37.0,16.0
93.0,29.0,34.0,41.0,16.0
113.0,58.0,45.0,32.0,20.0
120.0,0.0,0.0,0.0,0.0
121.0,53.0,39.0,36.0,15.0
113.0,56.0,41.0,43.0,18.0
103.0,37.0,46.0,42.0,18.0
135.0,47.0,39.0,35.0,16.0
126.0,44.0,35.0,32.0,14.0
117.0,42.0,52.0,37.0,17.0
94.0,43.0,51.0,50.0,19.0
140.0,0.0,0.0,0.0,0.0
